cik,filer_cik,ticker,fiscal_year,report_date,filing_date,accession,path,error
0001613103,0000064670,MDT,2013,2013-04-26,2013-06-24,0000064670-13-000006,data/raw/0000064670/000006467013000006/mdt-2013426x10k.htm,
0001613103,0000064670,MDT,2014,2014-04-25,2014-06-20,0000064670-14-000010,data/raw/0000064670/000006467014000010/mdt-2014425x10k.htm,
0001613103,0001613103,MDT,2015,2015-04-24,2015-06-23,0001613103-15-000028,data/raw/0001613103/000161310315000028/mdt-2015424x10k.htm,
0001613103,0001613103,MDT,2016,2016-04-29,2016-06-28,0001613103-16-000093,data/raw/0001613103/000161310316000093/mdt-2016429x10k.htm,
0001613103,0001613103,MDT,2017,2017-04-28,2017-06-27,0001613103-17-000018,data/raw/0001613103/000161310317000018/mdt-2017428x10k.htm,
0001613103,0001613103,MDT,2018,2018-04-27,2018-06-22,0001613103-18-000024,data/raw/0001613103/000161310318000024/mdt-2018427x10k.htm,
0001613103,0001613103,MDT,2019,2019-04-26,2019-06-21,0001613103-19-000028,data/raw/0001613103/000161310319000028/mdt-2019426x10k.htm,
0001613103,0001613103,MDT,2020,2020-04-24,2020-06-19,0001613103-20-000021,data/raw/0001613103/000161310320000021/mdt-20200424.htm,
0001613103,0001613103,MDT,2021,2021-04-30,2021-06-25,0001613103-21-000027,data/raw/0001613103/000161310321000027/mdt-20210430.htm,
0001613103,0001613103,MDT,2022,2022-04-29,2022-06-23,0001613103-22-000023,data/raw/0001613103/000161310322000023/mdt-20220429.htm,
0001613103,0001613103,MDT,2023,2023-04-28,2023-06-22,0001613103-23-000040,data/raw/0001613103/000161310323000040/mdt-20230428.htm,
0001613103,0001613103,MDT,2024,2024-04-26,2024-06-20,0001613103-24-000072,data/raw/0001613103/000161310324000072/mdt-20240426.htm,
0001613103,0001613103,MDT,2025,2025-04-25,2025-06-20,0001613103-25-000091,data/raw/0001613103/000161310325000091/mdt-20250425.htm,
0001326801,0001326801,META,2012,2012-12-31,2013-02-01,0001326801-13-000003,data/raw/0001326801/000132680113000003/fb-12312012x10k.htm,
0001326801,0001326801,META,2013,2013-12-31,2014-01-31,0001326801-14-000007,data/raw/0001326801/000132680114000007/fb-12312013x10k.htm,
0001326801,0001326801,META,2014,2014-12-31,2015-01-29,0001326801-15-000006,data/raw/0001326801/000132680115000006/fb-12312014x10k.htm,
0001326801,0001326801,META,2015,2015-12-31,2016-01-28,0001326801-16-000043,data/raw/0001326801/000132680116000043/fb-12312015x10k.htm,
0001326801,0001326801,META,2016,2016-12-31,2017-02-03,0001326801-17-000007,data/raw/0001326801/000132680117000007/fb-12312016x10k.htm,
0001326801,0001326801,META,2017,2017-12-31,2018-02-01,0001326801-18-000009,data/raw/0001326801/000132680118000009/fb-12312017x10k.htm,
0001326801,0001326801,META,2018,2018-12-31,2019-01-31,0001326801-19-000009,data/raw/0001326801/000132680119000009/fb-12312018x10k.htm,
0001326801,0001326801,META,2019,2019-12-31,2020-01-30,0001326801-20-000013,data/raw/0001326801/000132680120000013/fb-12312019x10k.htm,
0001326801,0001326801,META,2020,2020-12-31,2021-01-28,0001326801-21-000014,data/raw/0001326801/000132680121000014/fb-20201231.htm,
0001326801,0001326801,META,2021,2021-12-31,2022-02-03,0001326801-22-000018,data/raw/0001326801/000132680122000018/fb-20211231.htm,
0001326801,0001326801,META,2022,2022-12-31,2023-02-02,0001326801-23-000013,data/raw/0001326801/000132680123000013/meta-20221231.htm,
0001326801,0001326801,META,2023,2023-12-31,2024-02-02,0001326801-24-000012,data/raw/0001326801/000132680124000012/meta-20231231.htm,
0001326801,0001326801,META,2024,2024-12-31,2025-01-30,0001326801-25-000017,data/raw/0001326801/000132680125000017/meta-20241231.htm,
0001326801,0001326801,META,2025,2025-12-31,2026-01-29,0001628280-26-003942,data/raw/0001326801/000162828026003942/meta-20251231.htm,
0000066740,0000066740,MMM,2007,2007-12-31,2008-02-15,0001104659-08-011226,data/raw/0000066740/000110465908011226/a08-2453_110k.htm,
0000066740,0000066740,MMM,2008,2008-12-31,2009-02-17,0001104659-09-009669,data/raw/0000066740/000110465909009669/a09-1282_110k.htm,
0000066740,0000066740,MMM,2009,2009-12-31,2010-02-16,0001104659-10-007295,data/raw/0000066740/000110465910007295/a09-35783_110k.htm,
0000066740,0000066740,MMM,2010,2010-12-31,2011-02-16,0001104659-11-007845,data/raw/0000066740/000110465911007845/a11-2060_110k.htm,
0000066740,0000066740,MMM,2011,2011-12-31,2012-02-16,0001104659-12-010566,data/raw/0000066740/000110465912010566/a11-31280_110k.htm,
0000066740,0000066740,MMM,2012,2012-12-31,2013-02-14,0001104659-13-010881,data/raw/0000066740/000110465913010881/a13-1203_110k.htm,
0000066740,0000066740,MMM,2013,2013-12-31,2014-02-13,0001104659-14-009773,data/raw/0000066740/000110465914009773/a14-5644_110k.htm,
0000066740,0000066740,MMM,2014,2014-12-31,2015-02-12,0001104659-15-009560,data/raw/0000066740/000110465915009560/a15-1770_110k.htm,
0000066740,0000066740,MMM,2015,2015-12-31,2016-02-11,0001558370-16-003162,data/raw/0000066740/000155837016003162/mmm-20151231x10k.htm,
0000066740,0000066740,MMM,2016,2016-12-31,2017-02-09,0001558370-17-000479,data/raw/0000066740/000155837017000479/mmm-20161231x10k.htm,
0000066740,0000066740,MMM,2017,2017-12-31,2018-02-08,0001558370-18-000535,data/raw/0000066740/000155837018000535/mmm-20171231x10k.htm,
0000066740,0000066740,MMM,2018,2018-12-31,2019-02-07,0001558370-19-000470,data/raw/0000066740/000155837019000470/mmm-20181231x10k.htm,
0000066740,0000066740,MMM,2019,2019-12-31,2020-02-06,0001558370-20-000581,data/raw/0000066740/000155837020000581/mmm-20191231x10k62bf35.htm,
0000066740,0000066740,MMM,2020,2020-12-31,2021-02-04,0001558370-21-000737,data/raw/0000066740/000155837021000737/mmm-20201231x10k.htm,
0000066740,0000066740,MMM,2021,2021-12-31,2022-02-09,0000066740-22-000010,data/raw/0000066740/000006674022000010/mmm-20211231.htm,
0000066740,0000066740,MMM,2022,2022-12-31,2023-02-08,0000066740-23-000014,data/raw/0000066740/000006674023000014/mmm-20221231.htm,
0000066740,0000066740,MMM,2023,2023-12-31,2024-02-07,0000066740-24-000016,data/raw/0000066740/000006674024000016/mmm-20231231.htm,
0000066740,0000066740,MMM,2024,2024-12-31,2025-02-05,0000066740-25-000006,data/raw/0000066740/000006674025000006/mmm-20241231.htm,
0000066740,0000066740,MMM,2025,2025-12-31,2026-02-03,0000066740-26-000014,data/raw/0000066740/000006674026000014/mmm-20251231.htm,
0000764180,0000764180,MO,2007,2007-12-31,2008-02-28,0001193125-08-041586,data/raw/0000764180/000119312508041586/d10k.htm,
0000764180,0000764180,MO,2008,2008-12-31,2009-02-27,0001193125-09-041005,data/raw/0000764180/000119312509041005/d10k.htm,
0000764180,0000764180,MO,2009,2009-12-31,2010-02-24,0001193125-10-039027,data/raw/0000764180/000119312510039027/d10k.htm,
0000764180,0000764180,MO,2010,2010-12-31,2011-02-25,0001193125-11-045778,data/raw/0000764180/000119312511045778/d10k.htm,
0000764180,0000764180,MO,2011,2011-12-31,2012-02-16,0001193125-12-064660,data/raw/0000764180/000119312512064660/d239844d10k.htm,
0000764180,0000764180,MO,2012,2012-12-31,2013-02-27,0000764180-13-000024,data/raw/0000764180/000076418013000024/form10k.htm,
0000764180,0000764180,MO,2013,2013-12-31,2014-02-26,0000764180-14-000025,data/raw/0000764180/000076418014000025/a2013form10-kq42013.htm,
0000764180,0000764180,MO,2014,2014-12-31,2015-02-25,0000764180-15-000022,data/raw/0000764180/000076418015000022/a2014form10-kq42014.htm,
0000764180,0000764180,MO,2015,2015-12-31,2016-02-25,0000764180-16-000128,data/raw/0000764180/000076418016000128/a2015form10-k.htm,
0000764180,0000764180,MO,2016,2016-12-31,2017-02-27,0000764180-17-000028,data/raw/0000764180/000076418017000028/a2016form10-k.htm,
0000764180,0000764180,MO,2017,2017-12-31,2018-02-27,0000764180-18-000028,data/raw/0000764180/000076418018000028/a2017form10-kq4.htm,
0000764180,0000764180,MO,2018,2018-12-31,2019-02-26,0000764180-19-000023,data/raw/0000764180/000076418019000023/a2018form10-kq4.htm,
0000764180,0000764180,MO,2019,2019-12-31,2020-02-25,0000764180-20-000018,data/raw/0000764180/000076418020000018/a2019form10-kq4.htm,
0000764180,0000764180,MO,2020,2020-12-31,2021-02-26,0000764180-21-000037,data/raw/0000764180/000076418021000037/mo-20201231.htm,
0000764180,0000764180,MO,2021,2021-12-31,2022-02-25,0000764180-22-000019,data/raw/0000764180/000076418022000019/mo-20211231.htm,
0000764180,0000764180,MO,2022,2022-12-31,2023-02-27,0000764180-23-000020,data/raw/0000764180/000076418023000020/mo-20221231.htm,
0000764180,0000764180,MO,2023,2023-12-31,2024-02-27,0000764180-24-000018,data/raw/0000764180/000076418024000018/mo-20231231.htm,
0000764180,0000764180,MO,2024,2024-12-31,2025-02-26,0000764180-25-000019,data/raw/0000764180/000076418025000019/mo-20241231.htm,
0000764180,0000764180,MO,2025,2025-12-31,2026-02-25,0000764180-26-000017,data/raw/0000764180/000076418026000017/mo-20251231.htm,
0000310158,0000310158,MRK,2007,2007-12-31,2008-02-29,0000950123-08-002339,data/raw/0000310158/000095012308002339/y50144e10vk.htm,
0000310158,0000310158,MRK,2008,2008-12-31,2009-02-27,0000950123-09-003694,data/raw/0000310158/000095012309003694/y74771e10vk.htm,
0000310158,0000310158,MRK,2009,2009-12-31,2010-03-01,0000950123-10-018679,data/raw/0000310158/000095012310018679/y81622e10vk.htm,
0000310158,0000310158,MRK,2010,2010-12-31,2011-02-28,0000950123-11-019286,data/raw/0000310158/000095012311019286/y87773e10vk.htm,
0000310158,0000310158,MRK,2011,2011-12-31,2012-02-28,0001193125-12-084319,data/raw/0000310158/000119312512084319/d274705d10k.htm,
0000310158,0000310158,MRK,2012,2012-12-31,2013-02-28,0001193125-13-084618,data/raw/0000310158/000119312513084618/d438975d10k.htm,
0000310158,0000310158,MRK,2013,2013-12-31,2014-02-27,0000310158-14-000009,data/raw/0000310158/000031015814000009/mrk1231201310k.htm,
0000310158,0000310158,MRK,2014,2014-12-31,2015-02-27,0000310158-15-000005,data/raw/0000310158/000031015815000005/mrk1231201410k.htm,
0000310158,0000310158,MRK,2015,2015-12-31,2016-02-26,0000310158-16-000063,data/raw/0000310158/000031015816000063/mrk1231201510k.htm,
0000310158,0000310158,MRK,2016,2016-12-31,2017-02-28,0000310158-17-000010,data/raw/0000310158/000031015817000010/mrk1231201610k.htm,
0000310158,0000310158,MRK,2017,2017-12-31,2018-02-27,0000310158-18-000005,data/raw/0000310158/000031015818000005/mrk1231201710k.htm,
0000310158,0000310158,MRK,2018,2018-12-31,2019-02-27,0000310158-19-000014,data/raw/0000310158/000031015819000014/mrk1231201810k.htm,
0000310158,0000310158,MRK,2019,2019-12-31,2020-02-26,0000310158-20-000005,data/raw/0000310158/000031015820000005/mrk1231201910k.htm,
0000310158,0000310158,MRK,2020,2020-12-31,2021-02-25,0000310158-21-000004,data/raw/0000310158/000031015821000004/mrk-20201231.htm,
0000310158,0000310158,MRK,2021,2021-12-31,2022-02-25,0000310158-22-000003,data/raw/0000310158/000031015822000003/mrk-20211231.htm,
0000310158,0000310158,MRK,2022,2022-12-31,2023-02-24,0001628280-23-005061,data/raw/0000310158/000162828023005061/mrk-20221231.htm,
0000310158,0000310158,MRK,2023,2023-12-31,2024-02-26,0001628280-24-006850,data/raw/0000310158/000162828024006850/mrk-20231231.htm,
0000310158,0000310158,MRK,2024,2024-12-31,2025-02-25,0001628280-25-007732,data/raw/0000310158/000162828025007732/mrk-20241231.htm,
0000310158,0000310158,MRK,2025,2025-12-31,2026-02-24,0000310158-26-000063,data/raw/0000310158/000031015826000063/mrk-20251231.htm,
0000895421,0000895421,MS,2007,2007-11-30,2008-01-29,0001193125-08-013719,data/raw/0000895421/000119312508013719/d10k.htm,
0000895421,0000895421,MS,2008,2008-11-30,2009-01-29,0001193125-09-013429,data/raw/0000895421/000119312509013429/d10k.htm,
0000895421,0000895421,MS,2009,2009-12-31,2010-02-26,0001193125-10-042763,data/raw/0000895421/000119312510042763/d10k.htm,
0000895421,0000895421,MS,2010,2010-12-31,2011-02-28,0001193125-11-050049,data/raw/0000895421/000119312511050049/d10k.htm,
0000895421,0000895421,MS,2011,2011-12-31,2012-02-27,0001193125-12-081807,data/raw/0000895421/000119312512081807/d262950d10k.htm,
0000895421,0000895421,MS,2012,2012-12-31,2013-02-26,0001193125-13-077191,data/raw/0000895421/000119312513077191/d484822d10k.htm,
0000895421,0000895421,MS,2013,2013-12-31,2014-02-25,0001193125-14-067354,data/raw/0000895421/000119312514067354/d639242d10k.htm,
0000895421,0000895421,MS,2014,2014-12-31,2015-03-02,0001193125-15-071980,data/raw/0000895421/000119312515071980/d869080d10k.htm,
0000895421,0000895421,MS,2015,2015-12-31,2016-02-23,0001193125-16-473553,data/raw/0000895421/000119312516473553/d48186d10k.htm,
0000895421,0000895421,MS,2016,2016-12-31,2017-02-27,0001193125-17-059212,data/raw/0000895421/000119312517059212/d328282d10k.htm,
0000895421,0000895421,MS,2017,2017-12-31,2018-02-27,0001193125-18-060831,data/raw/0000895421/000119312518060831/d500533d10k.htm,
0000895421,0000895421,MS,2018,2018-12-31,2019-02-26,0001193125-19-051943,data/raw/0000895421/000119312519051943/d707577d10k.htm,
0000895421,0000895421,MS,2019,2019-12-31,2020-02-27,0000895421-20-000265,data/raw/0000895421/000089542120000265/msq4201910k.htm,
0000895421,0000895421,MS,2020,2020-12-31,2021-02-26,0000895421-21-000286,data/raw/0000895421/000089542121000286/ms-20201231.htm,
0000895421,0000895421,MS,2021,2021-12-31,2022-02-24,0000895421-22-000400,data/raw/0000895421/000089542122000400/ms-20211231.htm,
0000895421,0000895421,MS,2022,2022-12-31,2023-02-24,0000895421-23-000284,data/raw/0000895421/000089542123000284/ms-20221231.htm,
0000895421,0000895421,MS,2023,2023-12-31,2024-02-22,0000895421-24-000300,data/raw/0000895421/000089542124000300/ms-20231231.htm,
0000895421,0000895421,MS,2024,2024-12-31,2025-02-21,0000895421-25-000304,data/raw/0000895421/000089542125000304/ms-20241231.htm,
0000895421,0000895421,MS,2025,2025-12-31,2026-02-19,0000895421-26-000086,data/raw/0000895421/000089542126000086/ms-20251231.htm,
0000789019,0000789019,MSFT,2007,2007-06-30,2007-08-03,0001193125-07-170817,data/raw/0000789019/000119312507170817/d10k.htm,
0000789019,0000789019,MSFT,2008,2008-06-30,2008-07-31,0001193125-08-162768,data/raw/0000789019/000119312508162768/d10k.htm,
0000789019,0000789019,MSFT,2009,2009-06-30,2009-07-30,0001193125-09-158735,data/raw/0000789019/000119312509158735/d10k.htm,
0000789019,0000789019,MSFT,2010,2010-06-30,2010-07-30,0001193125-10-171791,data/raw/0000789019/000119312510171791/d10k.htm,
0000789019,0000789019,MSFT,2011,2011-06-30,2011-07-28,0001193125-11-200680,data/raw/0000789019/000119312511200680/d10k.htm,
0000789019,0000789019,MSFT,2012,2012-06-30,2012-07-26,0001193125-12-316848,data/raw/0000789019/000119312512316848/d347676d10k.htm,
0000789019,0000789019,MSFT,2013,2013-06-30,2013-07-30,0001193125-13-310206,data/raw/0000789019/000119312513310206/d527745d10k.htm,
0000789019,0000789019,MSFT,2014,2014-06-30,2014-07-31,0001193125-14-289961,data/raw/0000789019/000119312514289961/d722626d10k.htm,
0000789019,0000789019,MSFT,2015,2015-06-30,2015-07-31,0001193125-15-272806,data/raw/0000789019/000119312515272806/d918813d10k.htm,
0000789019,0000789019,MSFT,2016,2016-06-30,2016-07-28,0001193125-16-662209,data/raw/0000789019/000119312516662209/d187868d10k.htm,
0000789019,0000789019,MSFT,2017,2017-06-30,2017-08-02,0001564590-17-014900,data/raw/0000789019/000156459017014900/msft-10k_20170630.htm,
0000789019,0000789019,MSFT,2018,2018-06-30,2018-08-03,0001564590-18-019062,data/raw/0000789019/000156459018019062/msft-10k_20180630.htm,
0000789019,0000789019,MSFT,2019,2019-06-30,2019-08-01,0001564590-19-027952,data/raw/0000789019/000156459019027952/msft-10k_20190630.htm,
0000789019,0000789019,MSFT,2020,2020-06-30,2020-07-30,0001564590-20-034944,data/raw/0000789019/000156459020034944/msft-10k_20200630.htm,
0000789019,0000789019,MSFT,2021,2021-06-30,2021-07-29,0001564590-21-039151,data/raw/0000789019/000156459021039151/msft-10k_20210630.htm,
0000789019,0000789019,MSFT,2022,2022-06-30,2022-07-28,0001564590-22-026876,data/raw/0000789019/000156459022026876/msft-10k_20220630.htm,
0000789019,0000789019,MSFT,2023,2023-06-30,2023-07-27,0000950170-23-035122,data/raw/0000789019/000095017023035122/msft-20230630.htm,
0000789019,0000789019,MSFT,2024,2024-06-30,2024-07-30,0000950170-24-087843,data/raw/0000789019/000095017024087843/msft-20240630.htm,
0000789019,0000789019,MSFT,2025,2025-06-30,2025-07-30,0000950170-25-100235,data/raw/0000789019/000095017025100235/msft-20250630.htm,
0000723125,0000723125,MU,2007,2007-10-12,2007-10-26,0000723125-07-000108,data/raw/0000723125/000072312507000108/mti10k-fy2007.htm,
0000723125,0000723125,MU,2008,2008-10-08,2008-10-27,0000723125-08-000111,data/raw/0000723125/000072312508000111/fy08-10k.htm,
0000723125,0000723125,MU,2009,2009-09-03,2009-10-28,0000723125-09-000128,data/raw/0000723125/000072312509000128/fy200910-k.htm,
0000723125,0000723125,MU,2010,2010-09-02,2010-10-26,0000723125-10-000174,data/raw/0000723125/000072312510000174/q4fy2010.htm,
0000723125,0000723125,MU,2011,2011-09-01,2011-10-25,0000723125-11-000189,data/raw/0000723125/000072312511000189/mu-912011x10k.htm,
0000723125,0000723125,MU,2012,2012-08-30,2012-10-29,0000723125-12-000156,data/raw/0000723125/000072312512000156/a2012q4.htm,
0000723125,0000723125,MU,2013,2013-08-29,2013-10-28,0000723125-13-000228,data/raw/0000723125/000072312513000228/a2013q4.htm,
0000723125,0000723125,MU,2014,2014-08-28,2014-10-27,0000723125-14-000195,data/raw/0000723125/000072312514000195/a2014q4.htm,
0000723125,0000723125,MU,2015,2015-09-03,2015-10-27,0000723125-15-000112,data/raw/0000723125/000072312515000112/a2015q4.htm,
0000723125,0000723125,MU,2016,2016-09-01,2016-10-28,0000723125-16-000269,data/raw/0000723125/000072312516000269/a2016q4.htm,
0000723125,0000723125,MU,2017,2017-08-31,2017-10-26,0000723125-17-000131,data/raw/0000723125/000072312517000131/a2017q4.htm,
0000723125,0000723125,MU,2018,2018-08-30,2018-10-15,0000723125-18-000092,data/raw/0000723125/000072312518000092/a2018q4.htm,
0000723125,0000723125,MU,2019,2019-08-29,2019-10-17,0000723125-19-000094,data/raw/0000723125/000072312519000094/a2019q4.htm,
0000723125,0000723125,MU,2020,2020-09-03,2020-10-19,0000723125-20-000082,data/raw/0000723125/000072312520000082/mu-20200903.htm,
0000723125,0000723125,MU,2021,2021-09-02,2021-10-08,0000723125-21-000065,data/raw/0000723125/000072312521000065/mu-20210902.htm,
0000723125,0000723125,MU,2022,2022-09-01,2022-10-07,0000723125-22-000048,data/raw/0000723125/000072312522000048/mu-20220901.htm,
0000723125,0000723125,MU,2023,2023-08-31,2023-10-06,0000723125-23-000054,data/raw/0000723125/000072312523000054/mu-20230831.htm,
0000723125,0000723125,MU,2024,2024-08-29,2024-10-04,0000723125-24-000027,data/raw/0000723125/000072312524000027/mu-20240829.htm,
0000723125,0000723125,MU,2025,2025-08-28,2025-10-03,0000723125-25-000028,data/raw/0000723125/000072312525000028/mu-20250828.htm,
0000753308,0000753308,NEE,2007,2007-12-31,2008-02-28,0000753308-08-000003,data/raw/0000753308/000075330808000003/form10k2007.htm,
0000753308,0000753308,NEE,2008,2008-12-31,2009-02-27,0000753308-09-000025,data/raw/0000753308/000075330809000025/form10k123108.htm,
0000753308,0000753308,NEE,2009,2009-12-31,2010-02-26,0000753308-10-000025,data/raw/0000753308/000075330810000025/form10k123109.htm,
0000753308,0000753308,NEE,2010,2010-12-31,2011-02-28,0000753308-11-000025,data/raw/0000753308/000075330811000025/form10k123110.htm,
